Taxon,Domain,Phylum,Class,Order,Family,Genus,Species,Confidence
f3550d17f43e644ab1166150014c9e3d,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, uncultured,,0.744525013
28027962a1062851929f404eb1c02d34,Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriaceae_(Subgroup_1), Granulicella,,0.978679701
5af9b2c93b18b5e004e9c1be50359802,Bacteria, Planctomycetota, Planctomycetes, Isosphaerales, Isosphaeraceae,,,0.999999824
aed49de629d8b187f16c4cd59e8f6c10,Bacteria, Myxococcota, Myxococcia, Myxococcales, Myxococcaceae,,,0.9999983
e604007e784a3c7e87645064e1173367,Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriaceae_(Subgroup_1), Acidicapsa, Acidicapsa_sp.,0.772404106
62b9c4691b10873e5d0de0ac309aaae2,Bacteria, Proteobacteria, Alphaproteobacteria, Micropepsales, Micropepsaceae, uncultured,,0.999685897
a323fd68c988a49544f13ed5b2febb41,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Beijerinckiaceae, Roseiarcus, uncultured_bacterium,0.945963332
e6f6be4ccfb278fe562ca7dffb543652,Bacteria, Actinobacteriota, Actinobacteria, Micrococcales, Micrococcaceae, Kocuria,,0.987178827
0549b85e117fe90c1772d500afba9255,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Spirosomaceae,,,0.999999999
7dc6389c35975a5e39258f0ca58a481e,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae,,,0.999999311
4963735605142a7587e60843f1bd47c6,Bacteria, Planctomycetota, Planctomycetes, Isosphaerales, Isosphaeraceae, uncultured,,0.866271216
ad9b3aef67939f9042a5060c1c6f7eab,Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, uncultured, metagenome,0.777036642
511eb072c1bcf823f0e8c5d3aa0e283a,Bacteria, Proteobacteria, Gammaproteobacteria, Salinisphaerales, Solimonadaceae, uncultured, uncultured_bacterium,0.772039917
4dea46b4d374a21ae08b1092ea51db23,Bacteria, Cyanobacteria, Cyanobacteriia, Chloroplast, Chloroplast, Chloroplast, Prasiolopsis_sp.,0.997223618
664777c5c1af229e8872d5925a378af8,Bacteria, Proteobacteria, Gammaproteobacteria, WD260, WD260, WD260, uncultured_bacterium,0.997237531
2eef5ce5320f579c12960f250b744870,Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriaceae_(Subgroup_1), Granulicella,,0.941430331
ee82a0327ab5af3468616716fc98d698,Bacteria, Proteobacteria, Gammaproteobacteria, Salinisphaerales, Solimonadaceae,,,0.997826029
b2d0cf9bc285a8d0ce6bd544e91ad64c,Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriaceae_(Subgroup_1), Acidipila, uncultured_bacterium,0.946054861
b11ff15e4a226b64d6461defb6f1ede4,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Beijerinckiaceae, 1174-901-12, uncultured_soil,0.792494652
b2577e0c256dcad2e00623ed648f46a1,Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, Edaphobaculum,,0.999999706
091974e743e092bdb905e19abebe98fc,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Spirosomaceae, Spirosoma,,0.999627959
eda7a234065d41e57890c47558c2fa1c,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas,,0.961558476
e83c8124060bd47651e92ba545b18161,Bacteria, Myxococcota, Polyangia, Polyangiales, Phaselicystidaceae, Phaselicystis,,0.964318694
fafd0e9ba2fbd2e96cb0c69667edef78,Bacteria, Actinobacteriota, Actinobacteria, Micrococcales, Microbacteriaceae, Amnibacterium,,0.937550702
678d0d3b99cc4f8d162fd8b9ddb1ed0d,Bacteria, Cyanobacteria, Cyanobacteriia, Cyanobacteriales, Nostocaceae, Nostoc_PCC-73102,,0.999932851
5312be632f2981b3322448b293ef70fd,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Aureimonas,,0.923549714
a037f0a786364d037d4243a9991f0e29,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, uncultured, uncultured_bacterium,0.758549398
45e698e41b9ba772975c7e5da4a6d92e,Bacteria, Actinobacteriota, Actinobacteria, Frankiales, Frankiaceae, Jatrophihabitans,,0.99999364
4f73f020810afcfa05c2ec7a2ff1289f,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Beijerinckiaceae,,,0.993200171
da2edcd6d0952819e46eb3234e539718,Bacteria, Planctomycetota, Planctomycetes, Isosphaerales, Isosphaeraceae, Tundrisphaera, uncultured_bacterium,0.985513612
89fb81d8718d35546cf0525a73e00559,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Legionellaceae, Legionella, uncultured_bacterium,0.941974935
004eb0a0be469a886f2088ef9b31cebb,Bacteria, Planctomycetota, Planctomycetes, Isosphaerales, Isosphaeraceae, Paludisphaera, uncultured_bacterium,0.949269148
f654271737ff0996509bc74bd207a7b0,Bacteria, Proteobacteria, Gammaproteobacteria, WD260, WD260, WD260, uncultured_bacterium,0.99882502
ac9d7d1b259e2e31cba9ef0aac4efec7,Bacteria, Myxococcota, Myxococcia, Myxococcales, Myxococcaceae, P3OB-42, uncultured_bacterium,0.950209061
8b5977db49a40f54676b733c2524880e,Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, Puia, uncultured_bacterium,0.786242107
86603b8f1a5435afe2bd7e101531ffd3,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, uncultured,,0.938073299
8f7f442fa00792378567d674258268dc,Bacteria, Planctomycetota, Planctomycetes, Isosphaerales, Isosphaeraceae, Tundrisphaera, uncultured_bacterium,0.709507601
9296c5fc08b06d6f1a850ba826c43653,Bacteria, Armatimonadota, Armatimonadia, Armatimonadales, Armatimonadales, Armatimonadales, uncultured_bacterium,0.989826728
d7cb0c4566131ea6bd100bc610683e5c,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Mitochondria, Mitochondria,,1
2899612d084dff709dc7a2973a7121f6,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales,,,,0.999999735
ed791f1652c7e3150bc5041b0c671823,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, uncultured, uncultured_soil,0.705783736
48caf7d73b6d5f7a32462f801edfc99c,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, Acidiphilium, uncultured_bacterium,0.767603931
365ebfdf1a370ffbd233bf0dc8e22cab,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae,,,0.999999816
8328ad7be48131f98e50d21d3601a7ff,Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, Puia,,0.993153326
fa888da4096296b164a2a95b34b46e8f,Bacteria, Armatimonadota, Fimbriimonadia, Fimbriimonadales, Fimbriimonadaceae, Fimbriimonadaceae,,0.999981376
40f55dc24f042b54280eed21414fdfa0,Bacteria, Planctomycetota, Planctomycetes, Isosphaerales, Isosphaeraceae, Tundrisphaera,,0.998137379
515b9d852a11283198b1f0ac0752c8d7,Bacteria, Acidobacteriota, Acidobacteriae, Bryobacterales, Bryobacteraceae, Bryobacter,,0.973258839
ebd8207e2101fba309325d29f74689f8,Bacteria, Actinobacteriota, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacterium,,0.999986494
0f00cc1e08e648b54be37f022b97df0b,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, Acidiphilium, uncultured_soil,0.72750677
ed3b80e443b2651b001f7e45b6acc987,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Beijerinckiaceae, 1174-901-12, uncultured_Bradyrhizobiaceae,0.999207565
17969563816eba6f6abb1be187ebb0fd,Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, Puia,,0.985931719
a63b3c950478d659497c68fa346458cf,Bacteria, Acidobacteriota, Acidobacteriae, Solibacterales, Solibacteraceae, Candidatus_Solibacter, uncultured_forest,0.939890609
93a1a1e5e1dee187c7576c5cf1dc9943,Bacteria, Armatimonadota, Fimbriimonadia, Fimbriimonadales, Fimbriimonadaceae, Fimbriimonadaceae, uncultured_bacterium,0.708311561
79131062d961dbe774d2843c736040af,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, uncultured,,0.992605307
d87253658831ca82f201a457fb49e8a4,Bacteria, Proteobacteria, Gammaproteobacteria, Gammaproteobacteria_Incertae_Sedis, Unknown_Family, Acidibacter, uncultured_bacterium,0.831844438
91422d043e31773bd0ffdfdd8211d955,Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriaceae_(Subgroup_1),,,0.999999795
83e1a0c5abe1a0229d2b345eda623aae,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Rhodanobacteraceae,,,0.999980473
a89de2fd69d606f2c185c3deaec94161,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, uncultured,,0.79898867
2652ba20fff0b311b3b3d736e5e0a03f,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Spirosomaceae, Spirosoma, uncultured_bacterium,0.843849336
9ba80d636e5561c9a76f1aa0f67b5b4f,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus,,0.999993046
a4cc4bcd3e3c6325853259650bbe5218,Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriaceae_(Subgroup_1), Granulicella,,0.974882269
6aeb364844f56a1315223eb35402ea0f,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Beijerinckiaceae,,,0.990804813
46cf61e6fcb009c8ca6d093fb58fc559,Bacteria, Actinobacteriota, Actinobacteria, Kineosporiales, Kineosporiaceae,,,0.999982734
1a4b1a21e6f2b51ae3f8677bf0c14096,Bacteria, Cyanobacteria, Cyanobacteriia, Chloroplast, Chloroplast, Chloroplast,,1
cf46daaa63fcddd299f0de2a97b7cef4,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Mucilaginibacter,,0.997471431
d675e2ce6d2ce200ea9b672d9c19a6e8,Bacteria, Planctomycetota, Phycisphaerae, Tepidisphaerales, WD2101_soil_group, WD2101_soil_group, uncultured_bacterium,0.980055665
906961197df30878f6a3dcdc18f20c5d,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Rhodanobacteraceae, Rhodanobacter,,0.999705845
dd7dd24049524bfd21b7d67e4bd2e5d9,Bacteria, Acidobacteriota, Acidobacteriae, Subgroup_2, Subgroup_2, Subgroup_2, uncultured_eubacterium,0.757595238
5678229f9e36402b28cf8ee78126f6b1,Bacteria, Planctomycetota, Planctomycetes, Gemmatales, Gemmataceae, Gemmata, Gemmata_sp.,0.92481659
c93f12e5c02dccac5d9cbacd0cf43205,Bacteria, Proteobacteria, Alphaproteobacteria, Elsterales,,,,0.714482762
32f11c6e5a377f0f6ec6243a021995cf,Bacteria, Proteobacteria, Alphaproteobacteria, Azospirillales, Inquilinaceae, Inquilinus,,0.999992457
14ac6253b0c07a4af3093a69fbff82ed,Bacteria, Bdellovibrionota, Bdellovibrionia, Bdellovibrionales, Bdellovibrionaceae, Bdellovibrio, uncultured_bacterium,0.9999197
376f73f81e8df0bf3ad68e66f87ce2c5,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae,,,0.999995567
696e3d81a6567cb1f910efaf6bf4548e,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Beijerinckiaceae, 1174-901-12,,0.999998036
fef1d7f38114bb2581fae97b6497ec58,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae,,,0.999999991
6170ee6fdca6e535bb9bea8237afbfcd,Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, Solirubrobacteraceae, uncultured,,0.99906447
ed93bc09af512c738b5f531ac801e65f,Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, 67-14, 67-14,,0.99372307
6ad04b56ff72838a74851af1ea8002b4,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae,,,0.99995788
929eeaabe348db1025f4b7aa642bdb3a,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Beijerinckiaceae, 1174-901-12, uncultured_bacterium,0.994228042
2cbe64270caf84d1a5752fe3154eee2e,Bacteria, Planctomycetota, Planctomycetes, Gemmatales, Gemmataceae, Gemmata,,0.951430937
f3ee9d81a5453cd04aa35273c40923f5,Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, Puia, metagenome,0.793341646
b1a5931afc023278df488b9a579cb3f4,Bacteria, Cyanobacteria, Cyanobacteriia, Chloroplast, Chloroplast, Chloroplast,,1
a1f86f64c9ecb0af7e4fa8a8e4bf0cd5,Bacteria, Actinobacteriota, Actinobacteria, Frankiales,,,,0.962995298
1513f8f03ef129116e61dcdc3edb7e94,Bacteria, Acidobacteriota, Acidobacteriae, Bryobacterales, Bryobacteraceae, Bryobacter,,0.999776372
e6f464b07668d5571cc4d7c20cf87c2c,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Novosphingobium,,0.957136929
21c4e9f71f067bae1fff087f71887c1a,Bacteria, Planctomycetota, Planctomycetes, Isosphaerales, Isosphaeraceae, Aquisphaera, uncultured_bacterium,0.988222218
69b729b895cb9474e587ea75a245ce2b,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Beijerinckiaceae, uncultured, uncultured_bacterium,0.953260003
1baa12405c6026b857b9267b87f503b0,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Beijerinckiaceae, Roseiarcus, uncultured_bacterium,0.994479923
c1cc5f857e69db418fcbec668b3494c5,Bacteria, Planctomycetota, Planctomycetes, Isosphaerales, Isosphaeraceae, Tundrisphaera, uncultured_bacterium,0.722418771
36fa3c7ff2f148b6579a2df679f24c31,Bacteria, Verrucomicrobiota, Verrucomicrobiae, Methylacidiphilales, Methylacidiphilaceae, uncultured, uncultured_bacterium,0.957465245
95db8cd968bb756774b7be41673b079c,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Mucilaginibacter,,0.994461602
9d6ee7ac81369d11a3066898c83b5806,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Beijerinckiaceae, 1174-901-12,,0.971544932
fc1e2a4246b1c89bf69bc406dd6fb61a,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Beijerinckiaceae, 1174-901-12, uncultured_bacterium,0.883539123
4c15902f39088dffe6b3061723ea2dcb,Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriaceae_(Subgroup_1), Granulicella,,0.970285489
74c634517ef3eaa98fd0635f5ce569df,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Beijerinckiaceae, 1174-901-12, uncultured_bacterium,0.831984492
3bf630c79f69076681cbd4381f561672,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Beijerinckiaceae, Methylobacterium-Methylorubrum, uncultured_bacterium,0.868018848
1d8446490d65256d27a074cb15983c2d,Bacteria, Cyanobacteria, Cyanobacteriia, Chloroplast, Chloroplast, Chloroplast,,1
05faaad87157cfe58671a5924c09591e,Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Sarcina, uncultured_bacterium,0.779434049
5f28a24fdc660d27c4bf20c7f64e3362,Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium_sensu_stricto_1,,0.999488207
e7ff32aab7835d2e9e799354a51e647a,Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium_sensu_stricto_1,,0.990383777
c6ad58eddd8b40a1b5695684fcc4ccb8,Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium_sensu_stricto_1,,0.999361152
556be9ec9e0cfdf0d5e2c01d7089cf80,Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium_sensu_stricto_1,,0.999456504
28498b4e67786a8b76b7a29dd27d5d77,Bacteria, Verrucomicrobiota, Chlamydiae, Chlamydiales, Chlamydiaceae, Candidatus_Amphibiichlamydia, Candidatus_Amphibiichlamydia,0.981031821
a1faf2aafd5c508701480816b8f8acad,Bacteria, Actinobacteriota, Actinobacteria, Frankiales, Acidothermaceae, Acidothermus, uncultured_soil,0.996106344
812e52b13eeeec047bcf44987869bf5a,Bacteria, Firmicutes, Bacilli, Erysipelotrichales, Erysipelotrichaceae,,,0.99995967
c3942ab30c442457767e490f2bb716e3,Bacteria, Firmicutes, Bacilli, Paenibacillales, Paenibacillaceae, Paenibacillus,,0.999784095
9cec437d715df54022bc3af3e56ec8ce,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Beijerinckiaceae, 1174-901-12, uncultured_bacterium,0.99712368
9f2757ec63cb0cd8527446b5ebc2bd02,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Beijerinckiaceae,,,0.996088243
d851aa6a3ba0e42693352817862c6650,Bacteria, Actinobacteriota, Actinobacteria, Frankiales, Acidothermaceae, Acidothermus,,0.976996095
7143b49426f2f4ead216d998ce904058,Bacteria, Proteobacteria, Alphaproteobacteria,,,,,0.983973634
e7768cb34ea9645fe3900cb4c9a52f96,Bacteria, Verrucomicrobiota, Verrucomicrobiae, Methylacidiphilales, Methylacidiphilaceae, uncultured, uncultured_bacterium,0.862607105
b9b5af1ad22ba225adbb9244d1333aab,Bacteria, Cyanobacteria, Cyanobacteriia, Cyanobacteriales, Nostocaceae, Nostoc_PCC-73102,,0.901432181
f74836a3af293a9a51b54c1eb88e8c6f,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Legionellaceae, Legionella,,0.999999968
7069764b0f9f26db9217099b2aa8616b,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Legionellaceae, Legionella, metagenome,0.958924813
a5e0f101548d49d3296220682ae1536e,Bacteria, Firmicutes, Clostridia, Oscillospirales, Ruminococcaceae, uncultured,,0.703287487
d0811aea45b2734c3fae658d086f6815,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, uncultured_eubacterium,0.825977024
e92e9e21eab765c6ada40b76b7df1e0c,Bacteria, Actinobacteriota, Actinobacteria, Micrococcales, Micrococcaceae, Rothia, uncultured_bacterium,0.920519417
cacf63efd2e979a72fd92ce15e836777,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, uncultured,,0.884180783
fd94e84305c24b2eae56917377ec7c59,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae,,,0.998303063
b0ece91adb4b5f088b363eee0398a44a,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Mesorhizobium,,0.973422763
de9b0aab16bf41da5b15d7b21f493263,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae,,,0.999999917
f69adc56973738fa02a2698fb4da0985,Bacteria, Planctomycetota, Planctomycetes, Isosphaerales, Isosphaeraceae,,,0.999999989
cae256fb95d1fe5d00617a8ea283f10c,Bacteria, Bdellovibrionota, Oligoflexia, Oligoflexales, uncultured, uncultured, uncultured_soil,0.934941352
e8e60615c36c70854a6f2f3b1f619af7,Bacteria, Verrucomicrobiota, Verrucomicrobiae, Chthoniobacterales, Chthoniobacteraceae, Chthoniobacter,,0.993225903
6fc70c49c4f9416240da14fde59e0139,Bacteria, Acidobacteriota, Acidobacteriae, Solibacterales, Solibacteraceae, Candidatus_Solibacter, metagenome,0.70082008
4fbf75f52dbc8e4b55b9855e4dc8b094,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Beijerinckiaceae, 1174-901-12, uncultured_bacterium,0.857798914
2830d4918886a3bbba613940a3c96bd5,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, Acidiphilium, uncultured_bacterium,0.736433053
fe609951088935c91ba13be349fae595,Bacteria, Planctomycetota, Planctomycetes, Isosphaerales, Isosphaeraceae, Tundrisphaera, uncultured_bacterium,0.851029771
06820989f016a727592fd3f9e0a4e169,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Comamonadaceae,,,0.999998819
1dee8d9d4d1f530b0637733fe7236ef6,Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriaceae_(Subgroup_1), Edaphobacter, Edaphobacter_sp.,0.998590826
f52a362ad432f257ebd12b029f6e2986,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, uncultured,,0.964341529
7d94d84ef45f7c216744b7a75cf5b23d,Bacteria, Planctomycetota, Planctomycetes, Gemmatales, Gemmataceae, uncultured, uncultured_bacterium,0.817459804
748a659322cd043914d120d1ebb75f01,Bacteria, Planctomycetota, Planctomycetes, Isosphaerales, Isosphaeraceae, Singulisphaera, uncultured_planctomycete,0.966263316
29856a96495f96529a1f9a012b48a730,Bacteria, Armatimonadota, Chthonomonadetes, Chthonomonadales, Chthonomonadaceae, Chthonomonas, uncultured_bacterium,0.999992264
b083f0b0b4a778dda88d4589d52c4768,Bacteria, Planctomycetota, Planctomycetes, Isosphaerales, Isosphaeraceae, Tundrisphaera,,0.808952446
448c39bc13d5db0b39e5e1ced6c707a0,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, uncultured,,0.948203443
878fd73b88d73c682432df06c9bf25c2,Bacteria, Verrucomicrobiota, Verrucomicrobiae, Chthoniobacterales, Chthoniobacteraceae,,,0.978612181
b19e876f77ab36b29b9c85205df66f7c,Bacteria, Planctomycetota, Planctomycetes, Isosphaerales, Isosphaeraceae, Tundrisphaera, uncultured_bacterium,0.995890401
c3a2cafe7604d19a459f9414e4e66261,Bacteria, Planctomycetota, Planctomycetes, Gemmatales, Gemmataceae,,,0.999995714
44ba02828d7692ef9b79a8c84342b3fc,Bacteria, WPS-2, WPS-2, WPS-2, WPS-2, WPS-2, uncultured_bacterium,0.999450515
0a60db5a362c1b7b998ff5605a7aaa18,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Rickettsiaceae, Candidatus_Megaira,,0.99998936
8ebe8cec435b7c77761d78266f4e0d34,Bacteria, Armatimonadota, Armatimonadia, Armatimonadales, Armatimonadales, Armatimonadales, uncultured_soil,0.812332709
f30dfc75ab0d994109058a8909ce1c51,Bacteria, Planctomycetota, Planctomycetes, Isosphaerales, Isosphaeraceae, Singulisphaera, uncultured_bacterium,0.948918959
ccedef0e378f0b2bc03ba12239985c91,Bacteria, Planctomycetota, Planctomycetes, Gemmatales, Gemmataceae, uncultured, uncultured_bacterium,0.800558029
9fe952456b351dc426928a3403ab1404,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae,,,0.999999689
d3b643cabc9310ad5cdf603c814e5fae,Bacteria, Planctomycetota, Planctomycetes, Isosphaerales, Isosphaeraceae, Tundrisphaera, uncultured_Singulisphaera,0.728595249
ddb7277b453b41551a6417f9ece05721,Bacteria, Planctomycetota, Planctomycetes, Gemmatales, Gemmataceae, uncultured, uncultured_bacterium,0.992809131
893c1e045e72f12400e30f370021c1ec,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, uncultured,,0.995316007
fc0654545287cdec837064d3c6b0ccff,Bacteria, Planctomycetota, Planctomycetes, Isosphaerales, Isosphaeraceae, Tundrisphaera,,0.983463194
fad3314db7ef873735e039d5d6dd3425,Bacteria, Planctomycetota, Planctomycetes, Gemmatales, Gemmataceae, Gemmata,,0.993895125
7eeadd64635d28377d3557c257636ee8,Bacteria, Planctomycetota, Planctomycetes, Gemmatales, Gemmataceae, uncultured, uncultured_bacterium,0.972937408
f4091cdc157602a71d74d892622f3eed,Bacteria, Acidobacteriota, Blastocatellia, Blastocatellales, Blastocatellaceae, Blastocatella,,0.885673178
060eb9ae4a3b54f5c2781d21ac713dcc,Bacteria, Verrucomicrobiota, Verrucomicrobiae, Chthoniobacterales, Chthoniobacteraceae, LD29, uncultured_bacterium,0.999976025
c372c4541975ae5f834297c2150dcc2b,Bacteria, Armatimonadota, Armatimonadia, Armatimonadales, Armatimonadales, Armatimonadales, uncultured_bacterium,0.999556099
72bd79e1819db014578bdcff76246050,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas,,0.867410866
3280876286f54a3c96fc7838cc8744ff,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Beijerinckiaceae, 1174-901-12,,0.995047526
bc25e3390f8cd02bc9ec5b1825db68fc,Bacteria, Armatimonadota, Chthonomonadetes, Chthonomonadales, Chthonomonadaceae, Chthonomonas, uncultured_bacterium,0.995312927
172d016e07344e61fcd472dc957095f9,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas,,0.917241912
2791f9c69800d4cb4ef1efea9be8145d,Bacteria, Verrucomicrobiota, Verrucomicrobiae, Chthoniobacterales, Chthoniobacteraceae, LD29, uncultured_bacterium,0.999959681
47eaaea10e2c6fce2fb2438269941191,Bacteria, Planctomycetota, Planctomycetes, Gemmatales, Gemmataceae, uncultured,,0.999940399
d046ab23cd52c31a39881401e8f8768c,Bacteria, Planctomycetota, Planctomycetes, Gemmatales, Gemmataceae, uncultured, uncultured_bacterium,0.770160557
1fb3ce85ebe4ebd6166dc321ff69f5cb,Bacteria, Acidobacteriota, Acidobacteriae, Bryobacterales, Bryobacteraceae, Bryobacter,,0.999671424
babf3fed25e84305cfee582f4f905c08,Bacteria, Planctomycetota, Planctomycetes, Isosphaerales, Isosphaeraceae, uncultured, uncultured_bacterium,0.90239537
b2febb306d5005c15e3f6e5372e2a8e7,Bacteria, Gemmatimonadota, Gemmatimonadetes, Gemmatimonadales, Gemmatimonadaceae, Roseisolibacter, uncultured_bacterium,0.999994352
4f8f212f0a491b6c2e61d4724c1b085e,Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriaceae_(Subgroup_1), Acidipila,,0.923788363
8cda987d7388f7b9975866dc60f42955,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, Acidiphilium,,0.999373446
206f554275349eddb745de4c239ecd4a,Bacteria, Planctomycetota, Planctomycetes, Isosphaerales, Isosphaeraceae, Tundrisphaera,,0.994511593
d7a8eecfa96d43d917c000ee059ece6d,Bacteria, Cyanobacteria, Cyanobacteriia, Cyanobacteriales, Nostocaceae, Stigonema_SAG_48.90, Stigonema_sp.,0.796837697
57a8aae87fae7698df99a2c818c9026f,Bacteria, Armatimonadota, Armatimonadia, Armatimonadales, Armatimonadales, Armatimonadales, uncultured_soil,0.979175469
59f4c4dcb6c481f4bcf410bba93f3d20,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae,,,0.999999422
8cb3a660249906385d6e1b0bd1d571b2,Bacteria, Armatimonadota, Chthonomonadetes, Chthonomonadales, Chthonomonadaceae, Chthonomonas, uncultured_bacterium,0.998878815
7a11d7c542b923aa8cef388179cd3448,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Mucilaginibacter,,0.994519105
